id,bank,category,person,format,difficulty,question,tags
S0921,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,Reflect on what biographical evaluation (ilm al-rijal) in hadith studies studies and why it matters. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0922,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,3,Write a 'spot the error' prompt about a common beginner mistake in fiqh (Islamic jurisprudence). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0923,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,What distinguishes a usuli scholar from a teacher in training and output? Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0924,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,How does hadith and hadith criticism differ from isnad and narrator evaluation? Provide one example question each discipline would answer. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0925,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,3,Defend what fiqh (Islamic jurisprudence) studies and why it matters. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0926,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,How does fiqh (Islamic jurisprudence) differ from fatwa writing and responsible public guidance? Provide one example question each discipline would answer. Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0927,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,Defend what Arabic grammar and rhetoric for understanding texts studies and why it matters. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0928,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,5,What are 3 criteria you would use to judge whether a scholarly claim in qira'at (Qur'anic recitations) is well-supported? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0929,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,Design a practice exercise for checking context in sirah (prophetic biography). Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0930,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,"Choose one figure (Abu Dawud) and write 3 research questions about their contribution, without giving the answers. Keep it beginner-friendly.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0931,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,3,Write a 'spot the error' prompt about a common beginner mistake in sirah (prophetic biography). Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0932,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,2,What are 3 criteria you would use to judge whether a scholarly claim in usul al-fiqh (sources and legal theory) is well-supported? Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0933,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,3,Give a scenario where misunderstanding Arabic grammar and rhetoric for understanding texts could lead to a serious real-world error. What safeguard would you add? Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0934,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,Create a rubric to grade an essay that argues a position in logic and argumentation in classical scholarship. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0935,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,What are 3 criteria you would use to judge whether a scholarly claim in sirah (prophetic biography) is well-supported? Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0936,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,3,Diagnose what qira'at (Qur'anic recitations) studies and why it matters. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0937,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,2,Write a 'spot the error' prompt about a common beginner mistake in fiqh (Islamic jurisprudence). Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0938,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,4,What are 3 criteria you would use to judge whether a scholarly claim in fatwa writing and responsible public guidance is well-supported? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0939,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,Critique what cross-school disagreement and adab al-ikhtilaf studies and why it matters. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0940,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,Design a practice exercise for checking context in logic and argumentation in classical scholarship. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0941,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,What are 3 criteria you would use to judge whether a scholarly claim in sirah (prophetic biography) is well-supported? Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0942,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,What is one red-flag sign of a weak argument in qira'at (Qur'anic recitations) and how would you fix it? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0943,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,1,What distinguishes a mufassir from a mufti in training and output? Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0944,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,5,"Choose one figure (Abu Hanifa) and write 3 research questions about their contribution, without giving the answers. Answer in 1-2 sentences.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0945,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,How does sirah (prophetic biography) differ from tafsir (Qur'anic exegesis)? Provide one example question each discipline would answer. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0946,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,What is one red-flag sign of a weak argument in fatwa writing and responsible public guidance and how would you fix it? Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0947,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Diagnose what usul al-fiqh (sources and legal theory) studies and why it matters. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0948,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,What is one red-flag sign of a weak argument in isnad and narrator evaluation and how would you fix it? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0949,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,4,"Choose one figure (al-Bukhari) and write 3 research questions about their contribution, without giving the answers. Give 2 examples.","['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0950,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,3,What are 3 criteria you would use to judge whether a scholarly claim in hadith and hadith criticism is well-supported? Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0951,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,5,Design a 5-question mini-quiz to test understanding of isnad and narrator evaluation (do not provide answers). Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0952,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,1,Give a scenario where misunderstanding aqidah (creed and theology) could lead to a serious real-world error. What safeguard would you add? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0953,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Create a rubric to grade an essay that argues a position in cross-school disagreement and adab al-ikhtilaf. Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0954,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Outline what Arabic grammar and rhetoric for understanding texts studies and why it matters. Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0955,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,2,Write a short scenario: a student misquotes a text in sirah (prophetic biography). What correction steps should a teacher require? Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0956,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,1,Explain taqlid vs ijtihad in a pedagogical way (no need for names). Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0957,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,Compare how scholars from two legal schools might approach a problem in isnad and narrator evaluation. Keep it respectful and methodological. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0958,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,Design a practice exercise for checking context in logic and argumentation in classical scholarship. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0959,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,5,Explain the difference between Tabi' al-Tabi'in and Companions (Sahaba) as generations of transmission and learning. Include a warning about a common misconception.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0960,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,2,What distinguishes a theologian from a linguist in training and output? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0961,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,4,What are 3 criteria you would use to judge whether a scholarly claim in aqidah (creed and theology) is well-supported? Explain your reasoning step-by-step.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0962,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,3,Outline a 30-day study plan to build foundations in biographical evaluation (ilm al-rijal) in hadith studies. Keep it beginner-friendly.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0963,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,5,Design a 5-question mini-quiz to test understanding of hadith and hadith criticism (do not provide answers). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0964,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,3,Analyze what Arabic grammar and rhetoric for understanding texts studies and why it matters. Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0965,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,1,How does tafsir (Qur'anic exegesis) differ from tazkiyah and ethics in scholarship? Provide one example question each discipline would answer. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0966,scholars,"Scholars (Ulama, Tabi'in, etc.)",,short_answer,1,Design a practice exercise for checking context in fiqh (Islamic jurisprudence). Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0967,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,3,Write a 'spot the error' prompt about a common beginner mistake in logic and argumentation in classical scholarship. Give 1 example and 1 counterexample.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0968,scholars,"Scholars (Ulama, Tabi'in, etc.)",,free_response,4,Outline a 30-day study plan to build foundations in tazkiyah and ethics in scholarship. Give 2 examples.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0969,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,2,What distinguishes a theologian from a qadi in training and output? Answer in 1-2 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0970,scholars,"Scholars (Ulama, Tabi'in, etc.)",,scenario,3,Compare how scholars from two legal schools might approach a problem in the role of madrasas and scholarly institutions. Keep it respectful and methodological. Make it suitable for advanced learners.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0971,scholars,"Scholars (Ulama, Tabi'in, etc.)",,true_false,3,What are 3 criteria you would use to judge whether a scholarly claim in biographical evaluation (ilm al-rijal) in hadith studies is well-supported? Answer in 3 bullet points.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
S0972,scholars,"Scholars (Ulama, Tabi'in, etc.)",,multiple_choice,3,What distinguishes a usuli scholar from a linguist in training and output? Answer in 4-6 sentences.,"['ulama', 'islamic_sciences', 'methodology', 'learning']"
